corrida,qualidade,secao,sequencia,sequenciatotal,acoatual,al_min,c_min,c_max,n_min,s_min,corridasciclo,panela,vidapanela,temperaturaliquidus,temperaturaobjetivada,sugestaomodelolegado,temperaturasaidafp,tempociclo,temperaturamediareal
130891,D63DF,300,7.0,8.0,V,0.005,0.37,0.4,0.01,0.03,8.0,4.0,19.0,1480.0,1525.0,1635.533447265625,1633.0,1948.0,1527.0
130890,D63DF,300,6.0,7.0,V,0.005,0.37,0.4,0.01,0.03,4.0,7.0,48.0,1480.0,1525.0,1634.1182861328125,1641.0,974.0,1527.0
130889,D63DF,300,5.0,7.0,V,0.005,0.37,0.4,0.01,0.03,7.0,16.0,24.0,1480.0,1525.0,1634.9569091796875,,1641.0,1517.0
130888,B7DF0,300,4.0,7.0,X,0.015,0.38,0.42,0.0,0.02,7.0,8.0,56.0,1486.0,1531.0,1650.6527099609375,1658.0,1658.0,1535.0
130887,6D507,300,3.0,7.0,X,0.02,0.27,0.29,0.009,0.02,7.0,6.0,7.0,1500.0,1540.0,1661.68310546875,1668.0,1652.0,1545.0
130886,6D507,300,2.0,7.0,X,0.02,0.27,0.29,0.009,0.02,7.0,4.0,18.0,1500.0,1540.0,1667.5771484375,1681.0,1671.0,1544.0
130885,8CEF4,300,1.0,7.0,X,0.01,0.29,0.34,0.0,0.0,3.0,7.0,47.0,1494.0,1534.0,1662.451171875,1672.0,690.0,1544.0
130884,9A58C,300,4.0,4.0,X,0.0,0.37,0.45,0.008,0.08,6.0,16.0,23.0,1480.0,1525.0,1631.2857666015625,1654.0,1354.0,1536.0
130883,9A58C,300,3.0,4.0,X,0.0,0.37,0.45,0.008,0.08,6.0,8.0,55.0,1480.0,1525.0,1627.8280029296875,1631.0,1359.0,1523.0
130882,9A58C,300,2.0,4.0,X,0.0,0.37,0.45,0.008,0.08,6.0,6.0,6.0,1480.0,1525.0,1631.804931640625,1633.0,1347.0,1531.0
130881,9A58C,300,1.0,4.0,X,0.0,0.37,0.45,0.008,0.08,6.0,4.0,17.0,1480.0,1525.0,1647.7509765625,1646.0,1285.0,1528.0
130880,A0D69,300,8.0,8.0,X,0.02,0.18,0.21,0.0,0.0,2.0,7.0,46.0,1510.0,1550.0,1658.4212646484375,1664.0,293.0,1541.0
130879,5146B,300,7.0,8.0,X,0.005,0.45,0.48,0.0,0.0,5.0,16.0,22.0,1481.0,1526.0,1655.556884765625,1653.0,959.0,1526.0
130878,5146B,300,6.0,8.0,X,0.005,0.45,0.48,0.0,0.0,5.0,8.0,54.0,1481.0,1526.0,1656.5284423828125,1657.0,973.0,1543.0
130877,1E6E6,300,5.0,8.0,X,0.025,0.19,0.23,0.01,0.015,5.0,6.0,5.0,1505.0,1545.0,1661.33349609375,1653.0,954.0,1551.0
130876,1E6E6,300,4.0,8.0,X,0.025,0.19,0.23,0.01,0.015,5.0,4.0,16.0,1505.0,1545.0,1659.990234375,1653.0,981.0,1544.0
130875,E109B,300,3.0,8.0,X,0.02,0.2,0.22,0.0,0.02,1.0,7.0,45.0,1502.0,1542.0,1662.0899658203125,1664.0,0.0,1541.0
130874,87A17,300,2.0,8.0,X,0.022,0.2,0.22,0.0,0.02,4.0,16.0,21.0,1505.0,1535.0,1649.226806640625,1654.0,674.0,1548.0
130873,C2394,300,1.0,8.0,X,0.02,0.17,0.22,0.01,0.01,4.0,8.0,53.0,1502.0,1537.0,1665.2353515625,1656.0,689.0,1551.0
130872,7FEAB,300,5.0,5.0,X,0.02,0.2,0.22,0.009,0.02,4.0,6.0,4.0,1506.0,1546.0,1659.644775390625,1672.0,691.0,1557.0
130871,7FEAB,300,4.0,5.0,X,0.02,0.2,0.22,0.009,0.02,4.0,4.0,15.0,1506.0,1546.0,1661.04052734375,1677.0,716.0,1554.0
130870,7FEAB,300,3.0,5.0,X,0.02,0.2,0.22,0.009,0.02,3.0,16.0,20.0,1506.0,1546.0,1662.0599365234375,1669.0,454.0,1547.0
130869,7FEAB,300,2.0,5.0,X,0.02,0.2,0.22,0.009,0.02,3.0,8.0,52.0,1506.0,1546.0,1660.2459716796875,1673.0,466.0,1553.0
130868,7FEAB,300,1.0,5.0,X,0.02,0.2,0.22,0.009,0.02,3.0,6.0,3.0,1506.0,1546.0,1706.2188720703125,1711.0,463.0,1566.0
130867,248B5,300,9.0,9.0,X,0.02,0.21,0.23,0.009,0.02,3.0,4.0,14.0,1506.0,1551.0,1673.26025390625,1686.0,489.0,1560.0
130866,248B5,300,8.0,9.0,X,0.02,0.21,0.23,0.009,0.02,2.0,16.0,19.0,1506.0,1551.0,1668.6326904296875,1676.0,232.0,1556.0
130865,248B5,300,7.0,9.0,X,0.02,0.21,0.23,0.009,0.02,2.0,8.0,51.0,1506.0,1551.0,1671.7672119140625,1678.0,245.0,1547.0
130864,248B5,300,6.0,9.0,X,0.02,0.21,0.23,0.009,0.02,2.0,6.0,2.0,1506.0,1551.0,1675.9205322265625,1677.0,243.0,1555.0
130863,248B5,300,5.0,9.0,X,0.02,0.21,0.23,0.009,0.02,2.0,4.0,13.0,1506.0,1551.0,1670.259765625,1679.0,269.0,1553.0
130862,248B5,300,4.0,9.0,X,0.02,0.21,0.23,0.009,0.02,1.0,16.0,18.0,1506.0,1551.0,1682.1427001953125,1687.0,0.0,1559.0
130861,248B5,300,3.0,9.0,X,0.02,0.21,0.23,0.009,0.02,1.0,8.0,50.0,1506.0,1551.0,1682.447509765625,1688.0,0.0,1549.0
130860,D398B,300,2.0,9.0,X,0.02,0.2,0.22,0.009,0.02,1.0,6.0,1.0,1506.0,1551.0,1689.519775390625,1714.0,0.0,1564.0
130859,D398B,300,1.0,9.0,X,0.02,0.2,0.22,0.009,0.02,1.0,4.0,12.0,1506.0,1551.0,1710.2144775390625,1713.0,0.0,1551.0
130858,59A4E,300,3.0,3.0,X,0.01,0.19,0.21,0.01,0.02,16.0,8.0,49.0,1503.0,1543.0,1667.780517578125,1674.0,4298.0,1555.0
130857,C33FA,300,2.0,5.0,X,0.015,0.24,0.27,0.008,0.02,16.0,16.0,17.0,1499.0,1539.0,1661.2098388671875,1664.0,4296.0,1537.0
130856,F7C5E,300,1.0,5.0,X,0.015,0.27,0.29,0.009,0.0,16.0,5.0,38.0,1501.0,1551.0,1712.867919921875,1715.0,4296.0,1553.0
130855,57DF3,300,7.0,7.0,B,0.005,0.4,0.42,0.0,0.01,16.0,7.0,44.0,1486.0,1526.0,1644.7890625,1643.0,4315.0,1524.0
130854,E0B89,300,6.0,7.0,X,0.02,0.24,0.27,0.01,0.01,11.0,4.0,11.0,1501.0,1546.0,1663.1964111328125,1672.0,2932.0,1542.0
130853,E0B89,300,5.0,7.0,X,0.02,0.24,0.27,0.01,0.01,15.0,8.0,48.0,1501.0,1546.0,1663.0296630859375,1677.0,4020.0,1560.0
130852,5692D,300,4.0,7.0,X,0.015,0.39,0.41,0.0,0.01,15.0,16.0,16.0,1486.0,1521.0,1630.7486572265625,1646.0,4027.0,1530.0
130851,1E183,300,3.0,7.0,X,0.01,0.38,0.43,0.0,0.02,15.0,5.0,37.0,1486.0,1526.0,1637.52001953125,1639.0,4018.0,1537.0
130850,1E183,300,2.0,7.0,X,0.01,0.38,0.43,0.0,0.02,15.0,7.0,43.0,1486.0,1526.0,1641.2706298828125,1642.0,4039.0,1537.0
130849,1E183,300,1.0,7.0,X,0.01,0.38,0.43,0.0,0.02,10.0,4.0,10.0,1486.0,1526.0,1656.221435546875,1663.0,2660.0,1537.0
130848,4B82B,300,8.0,8.0,X,0.02,0.3,0.33,0.006,0.02,14.0,8.0,47.0,1495.0,1540.0,1648.7427978515625,1659.0,3750.0,1544.0
130847,4B82B,300,7.0,8.0,X,0.02,0.3,0.33,0.006,0.02,14.0,16.0,15.0,1495.0,1540.0,1644.044921875,1647.0,3742.0,1546.0
130846,4B82B,300,6.0,8.0,X,0.02,0.3,0.33,0.006,0.02,14.0,5.0,36.0,1495.0,1540.0,1645.6131591796875,1657.0,3738.0,1550.0
130845,4B82B,300,5.0,8.0,X,0.02,0.3,0.33,0.006,0.02,14.0,7.0,42.0,1495.0,1540.0,1646.6651611328125,1652.0,3762.0,1548.0
130844,4B82B,300,4.0,8.0,X,0.02,0.3,0.33,0.006,0.02,9.0,4.0,9.0,1495.0,1540.0,1646.308837890625,1653.0,2387.0,1541.0
130843,4B82B,300,3.0,8.0,X,0.02,0.3,0.33,0.006,0.02,13.0,8.0,46.0,1495.0,1540.0,1650.37158203125,1653.0,3469.0,1544.0
130842,4B82B,300,2.0,8.0,X,0.02,0.3,0.33,0.006,0.02,13.0,16.0,14.0,1495.0,1540.0,1652.725341796875,1661.0,3468.0,1544.0
130841,4B82B,300,1.0,8.0,X,0.02,0.3,0.33,0.006,0.02,13.0,5.0,35.0,1495.0,1540.0,1672.84521484375,1674.0,3467.0,1541.0
130840,FE39B,300,7.0,7.0,X,0.02,0.21,0.23,0.0,0.02,13.0,7.0,41.0,1503.0,1548.0,1671.19580078125,1670.0,3493.0,1555.0
130839,FE39B,300,6.0,7.0,X,0.02,0.21,0.23,0.0,0.02,8.0,4.0,8.0,1503.0,1548.0,1669.32275390625,1671.0,2115.0,1552.0
130838,6E222,300,5.0,7.0,X,0.015,0.21,0.23,0.0,0.01,12.0,8.0,45.0,1504.0,1549.0,1674.13134765625,1677.0,3207.0,1548.0
130837,6E222,300,4.0,7.0,X,0.015,0.21,0.23,0.0,0.01,12.0,16.0,13.0,1504.0,1549.0,1671.951416015625,1671.0,3214.0,1542.0
130836,6E222,300,3.0,7.0,X,0.015,0.21,0.23,0.0,0.01,12.0,5.0,34.0,1504.0,1549.0,1662.2420654296875,1672.0,3214.0,1540.0
130835,6E222,300,2.0,7.0,X,0.015,0.21,0.23,0.0,0.01,12.0,7.0,40.0,1504.0,1549.0,1661.383056640625,1666.0,3234.0,1548.0
130834,6E222,300,1.0,7.0,X,0.015,0.21,0.23,0.0,0.01,7.0,4.0,7.0,1504.0,1549.0,1682.762451171875,1682.0,1857.0,1541.0
130833,3575C,300,7.0,7.0,X,0.015,0.19,0.22,0.005,0.03,11.0,8.0,44.0,1500.0,1540.0,1653.411865234375,1667.0,2940.0,1543.0
130832,FAAAA,300,6.0,7.0,X,0.015,0.39,0.41,0.008,0.0,11.0,16.0,12.0,1483.0,1523.0,1639.8304443359375,1639.0,2940.0,1527.0
130831,1697B,300,5.0,7.0,X,0.02,0.18,0.22,0.009,0.015,11.0,7.0,39.0,1501.0,1536.0,1655.2066650390625,1658.0,3012.0,1545.0
130830,AA222,300,4.0,7.0,X,0.018,0.19,0.22,0.0,0.025,11.0,5.0,33.0,1502.0,1552.0,1671.084716796875,1668.0,2885.0,1554.0
130829,AA222,300,3.0,7.0,X,0.018,0.19,0.22,0.0,0.025,6.0,4.0,6.0,1502.0,1552.0,1664.5054931640625,1670.0,1470.0,1558.0
130828,AA222,300,2.0,7.0,X,0.018,0.19,0.22,0.0,0.025,10.0,8.0,43.0,1502.0,1552.0,1663.037841796875,1675.0,2564.0,1557.0
130827,4F121,300,1.0,7.0,X,0.01,0.38,0.43,0.0,0.0,10.0,16.0,11.0,1480.0,1520.0,1658.309814453125,1664.0,2573.0,1536.0
130826,6E222,300,7.0,7.0,X,0.015,0.21,0.23,0.0,0.01,10.0,7.0,38.0,1504.0,1549.0,1671.1082763671875,1668.0,2636.0,1545.0
130825,6E222,300,6.0,7.0,X,0.015,0.21,0.23,0.0,0.01,10.0,5.0,32.0,1504.0,1549.0,1671.115234375,1667.0,2508.0,1550.0
130824,6E222,300,5.0,7.0,X,0.015,0.21,0.23,0.0,0.01,5.0,4.0,5.0,1504.0,1549.0,1667.2742919921875,1664.0,1202.0,1554.0
130823,6E222,300,4.0,7.0,X,0.015,0.21,0.23,0.0,0.01,9.0,8.0,42.0,1504.0,1549.0,1666.3665771484375,1677.0,2284.0,1550.0
130822,6E222,300,3.0,7.0,X,0.015,0.21,0.23,0.0,0.01,9.0,16.0,10.0,1504.0,1549.0,1665.5472412109375,1669.0,2277.0,1552.0
130821,6E222,300,2.0,7.0,X,0.015,0.21,0.23,0.0,0.01,9.0,7.0,37.0,1504.0,1549.0,1668.5689697265625,1675.0,2343.0,1545.0
130820,6E222,300,1.0,7.0,X,0.015,0.21,0.23,0.0,0.01,9.0,5.0,31.0,1504.0,1549.0,1678.9295654296875,1675.0,2220.0,1532.0
130819,51FF2,300,3.0,3.0,X,0.015,0.21,0.23,0.0,0.02,4.0,4.0,4.0,1503.0,1543.0,1658.4998779296875,1670.0,808.0,1559.0
130818,51FF2,300,6.0,7.0,X,0.015,0.21,0.23,0.0,0.02,8.0,8.0,41.0,1503.0,1543.0,1656.858154296875,1655.0,1901.0,1558.0
130817,51FF2,300,5.0,7.0,X,0.015,0.21,0.23,0.0,0.02,8.0,16.0,9.0,1503.0,1543.0,1665.5733642578125,1655.0,1910.0,1543.0
130816,51FF2,300,4.0,7.0,X,0.015,0.21,0.23,0.0,0.02,8.0,5.0,30.0,1503.0,1543.0,1663.80029296875,1665.0,1907.0,1547.0
130815,9C4F0,300,3.0,7.0,X,0.015,0.18,0.23,0.01,0.0,8.0,7.0,36.0,1504.0,1544.0,1658.399658203125,1667.0,1928.0,1550.0
130814,9C4F0,300,2.0,7.0,X,0.015,0.18,0.23,0.01,0.0,3.0,4.0,3.0,1504.0,1544.0,1672.0635986328125,1671.0,545.0,1553.0
130813,9C4F0,300,1.0,7.0,X,0.015,0.18,0.23,0.01,0.0,7.0,8.0,40.0,1504.0,1544.0,1671.9774169921875,1681.0,1631.0,1553.0
130812,E60DC,300,5.0,5.0,X,0.02,0.18,0.2,0.01,0.0,7.0,16.0,8.0,1504.0,1539.0,1665.11669921875,1670.0,1633.0,1548.0
130811,E60DC,300,4.0,5.0,X,0.02,0.18,0.2,0.01,0.0,7.0,5.0,29.0,1504.0,1539.0,1660.82373046875,1663.0,1632.0,1544.0
130810,8F8C3,300,3.0,5.0,X,0.015,0.19,0.22,0.009,0.025,7.0,7.0,35.0,1502.0,1537.0,1654.931884765625,1665.0,1654.0,1548.0
130809,8F8C3,300,2.0,5.0,X,0.015,0.19,0.22,0.009,0.025,2.0,4.0,2.0,1502.0,1537.0,1662.9122314453125,1666.0,276.0,1545.0
130808,8F8C3,300,1.0,5.0,X,0.015,0.19,0.22,0.009,0.025,6.0,8.0,39.0,1502.0,1537.0,1671.4510498046875,1666.0,1366.0,1542.0
130807,889AE,300,4.0,4.0,B,0.02,0.16,0.18,0.012,0.01,6.0,16.0,7.0,1507.0,1532.0,1641.8714599609375,1653.0,1370.0,1541.0
130806,889AE,300,3.0,4.0,B,0.02,0.16,0.18,0.012,0.01,6.0,5.0,28.0,1507.0,1532.0,1638.076416015625,1653.0,1370.0,1542.0
130805,889AE,300,2.0,4.0,B,0.02,0.16,0.18,0.012,0.01,6.0,7.0,34.0,1507.0,1532.0,1645.886962890625,1655.0,1381.0,1547.0
130804,889AE,300,1.0,4.0,B,0.02,0.16,0.18,0.012,0.01,1.0,4.0,1.0,1507.0,1532.0,1700.902099609375,1716.0,0.0,1560.0
130803,25632,300,5.0,5.0,X,0.01,0.96,1.02,0.008,0.0,5.0,8.0,38.0,1460.0,1485.0,1609.4952392578125,1605.0,1083.0,1494.0
130802,25632,300,4.0,5.0,X,0.01,0.96,1.02,0.008,0.0,5.0,16.0,6.0,1460.0,1485.0,1597.113037109375,1605.0,1073.0,1485.0
130801,25632,300,3.0,5.0,X,0.01,0.96,1.02,0.008,0.0,5.0,5.0,27.0,1460.0,1485.0,1594.078125,1608.0,1019.0,1492.0
130800,25632,300,3.0,6.0,X,0.01,0.96,1.02,0.008,0.0,5.0,7.0,33.0,1460.0,1485.0,1601.273681640625,1606.0,1017.0,1489.0
130799,25632,300,2.0,6.0,X,0.01,0.96,1.02,0.008,0.0,4.0,8.0,37.0,1460.0,1485.0,1604.8060302734375,1610.0,764.0,1499.0
130798,25632,300,1.0,6.0,X,0.01,0.96,1.02,0.008,0.0,4.0,16.0,5.0,1460.0,1485.0,1620.25048828125,1615.0,751.0,1480.0
130797,B248F,300,4.0,4.0,X,0.0,0.93,0.97,0.0,0.0,4.0,5.0,26.0,1462.0,1488.0,1609.115478515625,1609.0,744.0,1489.0
130796,C635C,300,3.0,4.0,X,0.0,0.9,0.94,0.0,0.0,4.0,7.0,32.0,1460.0,1485.0,1608.4456787109375,1607.0,750.0,1497.0
130795,C635C,300,2.0,4.0,X,0.0,0.9,0.94,0.0,0.0,3.0,8.0,36.0,1460.0,1485.0,1605.228515625,1622.0,504.0,1495.0
130794,C635C,300,1.0,4.0,X,0.0,0.9,0.94,0.0,0.0,3.0,16.0,4.0,1460.0,1485.0,1624.33154296875,1619.0,506.0,1492.0
130793,5EDBA,300,3.0,3.0,V,0.005,0.46,0.49,0.0,0.015,3.0,5.0,25.0,1474.0,1519.0,1623.522705078125,1635.0,495.0,1524.0
130792,5EDBA,300,2.0,3.0,V,0.005,0.46,0.49,0.0,0.015,3.0,7.0,31.0,1474.0,1519.0,1621.2330322265625,1650.0,498.0,1531.0
130791,5EDBA,300,1.0,3.0,V,0.005,0.46,0.49,0.0,0.015,2.0,8.0,35.0,1474.0,1519.0,1653.636962890625,1661.0,260.0,1530.0
130790,105F9,300,7.0,7.0,X,0.015,0.4,0.43,0.0,0.02,2.0,16.0,3.0,1486.0,1531.0,1647.6097412109375,1669.0,260.0,1545.0
130789,57414,300,6.0,7.0,X,0.01,0.38,0.43,0.0,0.02,2.0,5.0,24.0,1486.0,1526.0,1638.859619140625,1649.0,236.0,1526.0
130788,57414,300,5.0,7.0,X,0.01,0.38,0.43,0.0,0.02,2.0,7.0,30.0,1486.0,1526.0,1638.859619140625,1637.0,250.0,1534.0
130787,57414,300,4.0,7.0,X,0.01,0.38,0.43,0.0,0.02,1.0,8.0,34.0,1486.0,1526.0,1658.469482421875,1659.0,0.0,1536.0
130786,57414,300,3.0,7.0,X,0.01,0.38,0.43,0.0,0.02,1.0,16.0,2.0,1486.0,1526.0,1664.2364501953125,1677.0,0.0,1550.0
130785,57414,300,2.0,7.0,X,0.01,0.38,0.43,0.0,0.02,1.0,5.0,23.0,1486.0,1526.0,1657.3529052734375,1661.0,0.0,1542.0
130784,57414,300,1.0,7.0,X,0.01,0.38,0.43,0.0,0.02,1.0,7.0,29.0,1486.0,1526.0,1681.0069580078125,1693.0,0.0,1549.0
130783,A2DFA,300,2.0,2.0,X,0.005,0.43,0.5,0.0,0.0,1.0,16.0,1.0,1480.0,1525.0,1651.5089111328125,1673.0,0.0,1539.0
130782,A2DFA,300,1.0,2.0,X,0.005,0.43,0.5,0.0,0.0,1.0,5.0,22.0,1480.0,1525.0,1670.4688720703125,1652.0,0.0,1539.0
130781,47D7D,150,6.0,6.0,X,0.0,0.37,0.41,0.011,0.08,22.0,6.0,41.0,1480.0,1530.0,1631.5340576171875,1644.0,6502.0,1539.0
130780,47D7D,150,5.0,6.0,X,0.0,0.37,0.41,0.011,0.08,22.0,7.0,28.0,1480.0,1530.0,1633.4818115234375,1635.0,6183.0,1535.0
130779,47D7D,150,4.0,6.0,X,0.0,0.37,0.41,0.011,0.08,8.0,8.0,33.0,1480.0,1530.0,1626.7047119140625,1630.0,2180.0,1541.0
130778,47D7D,150,3.0,6.0,X,0.0,0.37,0.41,0.011,0.08,20.0,17.0,59.0,1480.0,1530.0,1630.721923828125,1644.0,5738.0,1540.0
130777,47D7D,150,2.0,6.0,X,0.0,0.37,0.41,0.011,0.08,8.0,5.0,21.0,1480.0,1530.0,1619.7969970703125,1629.0,2119.0,1532.0
130776,47D7D,150,1.0,6.0,X,0.0,0.37,0.41,0.011,0.08,21.0,6.0,40.0,1480.0,1530.0,1649.30712890625,1648.0,6193.0,1538.0
130775,47D7D,150,7.0,7.0,X,0.0,0.37,0.41,0.011,0.08,21.0,7.0,27.0,1480.0,1530.0,1624.370361328125,1638.0,5876.0,1534.0
130774,47D7D,150,6.0,7.0,X,0.0,0.37,0.41,0.011,0.08,7.0,8.0,32.0,1480.0,1530.0,1619.9136962890625,1640.0,1869.0,1543.0
130773,47D7D,150,5.0,7.0,X,0.0,0.37,0.41,0.011,0.08,19.0,17.0,58.0,1480.0,1530.0,1618.8670654296875,1646.0,5428.0,1540.0
130772,47D7D,150,4.0,7.0,X,0.0,0.37,0.41,0.011,0.08,7.0,5.0,20.0,1480.0,1530.0,1619.6163330078125,1635.0,1790.0,1547.0
130771,47D7D,150,3.0,7.0,X,0.0,0.37,0.41,0.011,0.08,20.0,6.0,39.0,1480.0,1530.0,1620.8458251953125,1632.0,5871.0,1534.0
130770,47D7D,150,2.0,7.0,X,0.0,0.37,0.41,0.011,0.08,20.0,7.0,26.0,1480.0,1530.0,1632.71240234375,1629.0,5552.0,1525.0
130769,47D7D,150,1.0,7.0,X,0.0,0.37,0.41,0.011,0.08,6.0,8.0,31.0,1480.0,1530.0,1655.166259765625,1655.0,1552.0,1525.0
130768,9A58C,150,6.0,6.0,X,0.0,0.37,0.4,0.008,0.08,18.0,17.0,57.0,1480.0,1530.0,1635.859375,1650.0,5114.0,1529.0
130767,9A58C,150,5.0,6.0,X,0.0,0.37,0.4,0.008,0.08,6.0,5.0,19.0,1480.0,1530.0,1630.901123046875,1630.0,1488.0,1535.0
130766,9A58C,150,4.0,6.0,X,0.0,0.37,0.4,0.008,0.08,19.0,6.0,38.0,1480.0,1530.0,1633.87109375,1638.0,5560.0,1529.0
130765,9A58C,150,3.0,6.0,X,0.0,0.37,0.4,0.008,0.08,19.0,7.0,25.0,1480.0,1530.0,1623.3948974609375,1634.0,5250.0,1521.0
130764,9A58C,150,2.0,6.0,X,0.0,0.37,0.4,0.008,0.08,5.0,8.0,30.0,1480.0,1530.0,1623.9776611328125,1623.0,1253.0,1521.0
130763,9A58C,150,1.0,6.0,X,0.0,0.37,0.4,0.008,0.08,5.0,5.0,18.0,1480.0,1530.0,1643.025634765625,1643.0,1249.0,1525.0
130762,BB21B,150,7.0,7.0,V,0.0,0.45,0.48,0.018,0.05,17.0,17.0,55.0,1472.0,1517.0,1626.69677734375,1644.0,4757.0,1533.0
130761,BB21B,150,6.0,7.0,V,0.0,0.45,0.48,0.018,0.05,18.0,6.0,37.0,1472.0,1517.0,1616.4493408203125,1637.0,5278.0,1512.0
130760,BB21B,150,5.0,7.0,V,0.0,0.45,0.48,0.018,0.05,18.0,7.0,24.0,1472.0,1517.0,1622.190673828125,1636.0,4962.0,1514.0
130759,BB21B,150,4.0,7.0,V,0.0,0.45,0.48,0.018,0.05,4.0,8.0,29.0,1472.0,1517.0,1623.96240234375,1648.0,950.0,1521.0
130758,BB21B,150,3.0,7.0,V,0.0,0.45,0.48,0.018,0.05,4.0,5.0,17.0,1472.0,1517.0,1618.2587890625,1644.0,948.0,1514.0
130757,BB21B,150,2.0,7.0,V,0.0,0.45,0.48,0.018,0.05,16.0,17.0,54.0,1472.0,1517.0,1622.61376953125,1639.0,4446.0,1520.0
130756,BB21B,150,1.0,7.0,V,0.0,0.45,0.48,0.018,0.05,17.0,6.0,36.0,1472.0,1517.0,1644.566650390625,1653.0,4966.0,1524.0
130755,BB21B,150,6.0,6.0,V,0.0,0.45,0.48,0.018,0.05,17.0,7.0,23.0,1472.0,1517.0,1630.6787109375,1660.0,4663.0,1528.0
130754,BB21B,150,5.0,6.0,V,0.0,0.45,0.48,0.018,0.05,3.0,8.0,28.0,1472.0,1517.0,1633.2852783203125,1649.0,659.0,1531.0
130753,F10E0,150,4.0,6.0,X,0.02,0.15,0.18,0.008,0.0,3.0,5.0,16.0,1511.0,1552.0,1650.8875732421875,1674.0,657.0,1557.0
130752,7BE94,150,3.0,6.0,X,0.02,0.15,0.17,0.008,0.02,15.0,17.0,53.0,1509.0,1554.0,1667.0572509765625,1677.0,4152.0,1563.0
130751,7BE94,150,3.0,7.0,X,0.02,0.15,0.17,0.008,0.02,16.0,7.0,22.0,1509.0,1554.0,1666.2254638671875,1676.0,4381.0,1558.0
130750,7BE94,150,2.0,7.0,X,0.02,0.15,0.17,0.008,0.02,16.0,6.0,35.0,1509.0,1554.0,1664.7388916015625,1663.0,4577.0,1573.0
130749,7F484,150,1.0,7.0,X,0.02,0.15,0.17,0.008,0.02,2.0,8.0,27.0,1512.0,1557.0,1679.786376953125,1687.0,328.0,1543.0
130748,4D097,150,4.0,4.0,X,0.015,0.51,0.55,0.0,0.01,2.0,5.0,15.0,1487.0,1537.0,1651.211669921875,1663.0,326.0,1538.0
130747,4D097,150,3.0,4.0,X,0.015,0.51,0.55,0.0,0.01,14.0,17.0,52.0,1487.0,1537.0,1653.076171875,1648.0,3815.0,1538.0
130746,4D097,150,2.0,4.0,X,0.015,0.51,0.55,0.0,0.01,15.0,7.0,21.0,1487.0,1537.0,1654.8218994140625,1651.0,4062.0,1544.0
130745,4D097,150,1.0,4.0,X,0.015,0.51,0.55,0.0,0.01,15.0,6.0,34.0,1487.0,1537.0,1658.546875,1661.0,4255.0,1536.0
130744,AB910,150,5.0,5.0,X,0.02,0.4,0.45,0.0,0.02,1.0,8.0,26.0,1483.0,1538.0,1656.910888671875,1680.0,0.0,1555.0
130743,E7999,150,4.0,5.0,X,0.02,0.16,0.18,0.012,0.01,1.0,5.0,14.0,1506.0,1551.0,1677.080810546875,1676.0,0.0,1548.0
130742,E7999,150,3.0,5.0,X,0.02,0.16,0.18,0.012,0.01,13.0,17.0,51.0,1506.0,1551.0,1669.3348388671875,1672.0,3492.0,1555.0
130741,E7999,150,2.0,5.0,X,0.02,0.16,0.18,0.012,0.01,14.0,7.0,20.0,1506.0,1551.0,1669.031005859375,1672.0,3762.0,1554.0
130740,E7999,150,1.0,5.0,X,0.02,0.16,0.18,0.012,0.01,14.0,6.0,33.0,1506.0,1551.0,1686.7725830078125,1684.0,3944.0,1552.0
130739,DCC51,300,5.0,5.0,V,0.01,0.29,0.32,0.012,0.03,12.0,17.0,50.0,1486.0,1536.0,1663.71630859375,1668.0,3226.0,1545.0
130738,31262,300,4.0,5.0,X,0.01,0.46,0.48,0.01,0.0,13.0,7.0,19.0,1480.0,1525.0,1642.0802001953125,1644.0,3487.0,1534.0
130737,31262,300,3.0,5.0,X,0.01,0.46,0.48,0.01,0.0,13.0,8.0,25.0,1480.0,1525.0,1638.75,1641.0,3559.0,1533.0
130736,31262,300,2.0,5.0,X,0.01,0.46,0.48,0.01,0.0,13.0,5.0,13.0,1480.0,1525.0,1638.038818359375,1645.0,3566.0,1529.0
130735,31262,300,1.0,5.0,X,0.01,0.46,0.48,0.01,0.0,13.0,6.0,32.0,1480.0,1525.0,1667.1353759765625,1669.0,3570.0,1532.0
130734,EA23B,300,7.0,7.0,V,0.01,0.36,0.4,0.013,0.05,11.0,17.0,49.0,1480.0,1540.0,1662.572265625,1673.0,2939.0,1545.0
130733,EA23B,300,6.0,7.0,V,0.01,0.36,0.4,0.013,0.05,12.0,7.0,18.0,1480.0,1540.0,1656.4046630859375,1667.0,3208.0,1534.0
130732,EA23B,300,5.0,7.0,V,0.01,0.36,0.4,0.013,0.05,12.0,8.0,24.0,1480.0,1540.0,1653.4320068359375,1657.0,3278.0,1533.0
130731,F4A5E,300,4.0,7.0,V,0.01,0.35,0.37,0.01,0.045,12.0,5.0,12.0,1482.0,1532.0,1650.571533203125,1659.0,3281.0,1537.0
130730,F4A5E,300,3.0,7.0,V,0.01,0.35,0.37,0.01,0.045,12.0,6.0,31.0,1482.0,1532.0,1653.71826171875,1658.0,3281.0,1536.0
130729,44D42,300,2.0,7.0,V,0.01,0.34,0.37,0.01,0.02,10.0,17.0,48.0,1489.0,1534.0,1656.5047607421875,1667.0,2642.0,1553.0
130728,44D42,300,1.0,7.0,V,0.01,0.34,0.37,0.01,0.02,11.0,7.0,17.0,1489.0,1534.0,1662.901123046875,1670.0,2912.0,1535.0
